k,inertia,silhouette,nmi,ari,ami,variant,vocabulary,n_components
10,1377.805316173002,-0.006504114028258274,0.14625526913835724,0.04091509533023108,0.12972958717260724,min_df5,5062,200
11,1372.7597397425136,-0.003121088608240122,0.1483699676065879,0.040947253498270046,0.13001309825784516,min_df5,5062,200
12,1372.08927325739,-0.006648105568458213,0.16354828461906915,0.04069824527274317,0.14322578489454116,min_df5,5062,200
13,1364.7075568847338,-0.0035634618045535,0.16818152307126633,0.04828011299553242,0.14677796687996625,min_df5,5062,200
14,1357.8404229164134,-0.0030584801177404113,0.17970163009833628,0.04709522654253963,0.15707716850028036,min_df5,5062,200
15,1355.8584004973923,-0.0025792448250216288,0.1871606523669271,0.047218446210506984,0.16292989768758892,min_df5,5062,200
16,1353.7867015686184,-0.006666342699247076,0.17906758446512122,0.04417447723608988,0.1529742013461531,min_df5,5062,200
17,1351.1335065202456,-0.0046797372462743046,0.18154984391854928,0.04310706028738296,0.15398936977979102,min_df5,5062,200
18,1346.1201111771763,-0.003962235064618496,0.1829786053747067,0.040379696927474215,0.15372267180836371,min_df5,5062,200
19,1342.9501678730842,-0.010000369591299862,0.18411230490724223,0.043291537537268145,0.15364080755999446,min_df5,5062,200
20,1340.9966920380036,-0.011504862395554837,0.19167346756816359,0.04320378452524367,0.15988745526235673,min_df5,5062,200
21,1335.12248913964,-0.006081424048055584,0.20903175318041606,0.05434249992007536,0.17885719788963683,min_df5,5062,200
22,1329.9520509790277,-0.0023275375547588393,0.20367927657542675,0.051754155980163016,0.171975130003782,min_df5,5062,200
23,1323.1716639877432,-0.0004696289432354278,0.234851454933569,0.06803662904974399,0.20331453669933122,min_df5,5062,200
24,1317.5374286639396,-8.627280660700312e-05,0.24015014411162589,0.06577049803053432,0.20717216446648595,min_df5,5062,200
25,1314.5996101156197,0.00017183407268639097,0.2425294001061429,0.0660021082324319,0.20831350030288406,min_df5,5062,200
26,1315.7437653832608,-0.005561321787166198,0.24769361402781284,0.06577571994039053,0.21238354165820894,min_df5,5062,200
27,1311.6399091261499,-0.004730759836026208,0.2496769893260844,0.06586194421670825,0.21285832321052572,min_df5,5062,200
28,1304.283546802518,-0.0017876473438721168,0.2566568982969968,0.06660544148058377,0.21891044919906757,min_df5,5062,200
29,1301.0034019595673,-0.0003272407961442688,0.25750556708888783,0.06519424925273154,0.2185879962271844,min_df5,5062,200
